seed,epoch,candidate_policy_id,active_class,dominant_issue,op_list,candidate_action,is_image_candidate,is_sampler_candidate,original_causal_score,current_replay_causal_score,original_causal_accept,current_replay_causal_accept,original_causal_decision,legacy_original_selected_candidate,legacy_original_image_modification_allowed,legacy_original_candidate_class_id,estimated_precision_drop,non_active_fp_delta,high_confidence_fp_delta,fp_increase_rate,high_fp_spillover_rate,non_active_regression_rate,ok_class_false_activation,bbox_instability_rate,final_decision_under_precision_gate,final_accepted,precision_gate_reject,rejection_reasons,final_action,selected_by_precision_gate,executable_policy_would_be_generated,roi_augmentation_allowed,sampler_only_pending,sampler_only_effective,attenuation_candidate,accepted_if_relax_estimated_precision_drop,accepted_if_relax_non_active_fp_delta,accepted_if_relax_high_confidence_fp_delta,accepted_if_relax_all_precision_gates,final_val_leakage,policy_selection_source,policy_selection_data
1,15,candidate_policy_2_roi_low_contrast,6,low_contrast_fn,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.11701612903225807,-0.11701612903225807,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.004516129032258065,0.055,0.066,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,15,candidate_policy_3_sampler_only,6,low_contrast_fn,[],sampler_only,False,True,-0.12151612903225807,-0.12151612903225807,False,True,sampler_only,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.004516129032258065,0.055,0.066,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,20,candidate_policy_1_roi_texture,9,low_contrast_fn,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,-0.11707142857142858,-0.11707142857142858,False,False,reject,candidate_policy_3_sampler_only,False,,0.033,0.05,0.05,0.00457142857142857,0.055,0.066,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high;estimated_precision_drop_too_high;non_active_fp_delta_too_high;high_confidence_fp_delta_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,20,candidate_policy_2_roi_low_contrast,9,low_contrast_fn,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.11707142857142858,-0.11707142857142858,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.00457142857142857,0.055,0.066,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,20,candidate_policy_3_sampler_only,9,low_contrast_fn,[],sampler_only,False,True,-0.12157142857142858,-0.12157142857142858,False,True,sampler_only,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.00457142857142857,0.055,0.066,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,25,candidate_policy_1_roi_texture,6,weak_localization,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,-0.11585,-0.11585,True,False,reject,candidate_policy_1_roi_texture,True,,0.03,0.05,0.05,0.0032000000000000015,0.05,0.06,0.0,0.0,reject,False,True,causal_score_not_positive;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high;estimated_precision_drop_too_high;non_active_fp_delta_too_high;high_confidence_fp_delta_too_high,not_selected,False,False,False,False,False,True,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,25,candidate_policy_2_roi_low_contrast,6,weak_localization,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.1232,-0.1232,False,False,reject,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.0032000000000000015,0.05,0.06,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,25,candidate_policy_3_sampler_only,6,weak_localization,[],sampler_only,False,True,-0.1232,-0.1232,False,True,sampler_only,candidate_policy_1_roi_texture,True,,0.0,0.0,0.0,0.0032000000000000015,0.05,0.06,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,30,candidate_policy_1_roi_texture,9,low_contrast_fn,"[""sharpen_mild"", ""local_contrast""]",roi_image_aug,True,False,-0.1045,-0.1045,False,False,reject,candidate_policy_3_sampler_only,False,,0.03,0.05,0.05,0.004,0.05,0.06,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high;estimated_precision_drop_too_high;non_active_fp_delta_too_high;high_confidence_fp_delta_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,30,candidate_policy_2_roi_low_contrast,9,low_contrast_fn,"[""local_contrast"", ""gamma""]",roi_image_aug,True,False,-0.1045,-0.1045,False,False,reject,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.004,0.05,0.06,0.0,0.0,reject,False,False,causal_score_not_positive;insufficient_active_class_benefit;high_fp_spillover_rate_too_high;non_active_regression_rate_too_high,not_selected,False,False,False,False,False,False,False,False,False,False,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
1,30,candidate_policy_3_sampler_only,9,low_contrast_fn,[],sampler_only,False,True,-0.109,-0.109,False,True,sampler_only,candidate_policy_3_sampler_only,False,,0.0,0.0,0.0,0.004,0.05,0.06,0.0,0.0,sampler_only,True,False,,strict_noop,True,False,False,True,False,False,True,True,True,True,False,probe_split,E:\TJGY\MinPaper\MyAutoAugument\outputs\datasets\tiled\tiled_1024_ov20_full_safe_no_ok_position_paper_probe\probe.yaml
